game_date,home_team,away_team,actual_margin,home_weighted_margin,away_weighted_margin,home_weighted_win_pct,away_weighted_win_pct,home_recent_10_win_pct,away_recent_10_win_pct,home_weighted_points_for,away_weighted_points_for,home_weighted_points_against,away_weighted_points_against,home_weighted_point_diff,away_weighted_point_diff,home_recent_margin_3,home_recent_margin_5,home_recent_margin_10,away_recent_margin_3,away_recent_margin_5,away_recent_margin_10,home_recent_win_pct_3,home_recent_win_pct_5,away_recent_win_pct_3,away_recent_win_pct_5,home_recent_points_for_5,home_recent_points_against_5,away_recent_points_for_5,away_recent_points_against_5,home_blown_rate_10,away_blown_rate_10,home_clutch_margin_10,away_clutch_margin_10,home_max_lead_10,away_max_lead_10,home_h2h_margin_avg,home_h2h_win_pct,h2h_games_played,rest_diff,home_b2b,away_b2b,home_games_played,away_games_played,market_spread
2026-02-02,Denver Nuggets,Oklahoma City Thunder,-10,1.6134351557983004,10.856774892799313,0.6523926217393909,0.6361734429092168,0.7,0.6,114.27874246607347,117.46355064372855,112.78194186018922,108.59448341816794,1.4968006058842462,8.869067225560613,5.0,5.4,1.7,-1.6666666666666667,2.4,9.5,0.6666666666666666,0.8,0.3333333333333333,0.4,109.0,103.6,110.4,108.0,0.1,0.1,0.9,3.4,13.1,16.4,0.0,0.0,0.0,-1,0.0,0.0,49.0,48.0,7.5
2026-02-02,Portland Trail Blazers,Cleveland Cavaliers,-19,2.0908586907976634,2.426207345742981,0.4782041078308258,0.6275983493706572,0.4,0.7,111.9462387720398,118.43169386635276,114.5796773137686,114.80763668870682,-2.6334385417287933,3.6240571776459376,-14.0,-7.4,-2.9,11.0,10.4,4.4,0.0,0.2,0.6666666666666666,0.8,105.4,112.8,119.6,109.2,0.0,0.1,-0.5,-0.6,8.7,15.8,12.0,1.0,1.0,0,0.0,0.0,49.0,50.0,0.0
2026-02-01,Miami Heat,Chicago Bulls,43,2.7096917020647995,-3.154876013918382,0.526711026655628,0.46966143783491693,0.6,0.5,118.96278586835399,116.70099400980617,118.87836864600536,116.96397805329593,0.08441722234863391,-0.2629840434897659,1.0,3.4,1.0,-5.666666666666667,-1.8,3.4,0.6666666666666666,0.6,0.0,0.4,121.6,118.2,115.0,116.8,0.2,0.1,-0.6,-1.1,15.1,11.3,19.5,1.0,2.0,0,0.0,0.0,49.0,48.0,5.5
2026-02-01,Detroit Pistons,Brooklyn Nets,53,10.740837436533589,-9.450103175972075,0.7135667277183886,0.26151348543306424,0.7,0.2,115.16914923106633,105.54841448325695,108.69790807614373,113.27646220562605,6.471241154922595,-7.728047722369098,-3.0,1.4,5.6,0.6666666666666666,-7.8,-12.4,0.6666666666666666,0.6,0.3333333333333333,0.2,115.8,114.4,105.8,113.6,0.1,0.2,-1.2,-1.8,16.7,7.6,18.0,1.0,1.0,0,0.0,0.0,47.0,47.0,0.0
2026-02-02,San Antonio Spurs,Orlando Magic,9,5.716956749006757,-2.441525458366215,0.5804554665833225,0.506022015888422,0.5,0.5,113.66625179247902,114.31182585134826,110.08266523391985,117.00326121964834,3.583586558559162,-2.691435368300077,-0.6666666666666666,2.0,2.2,1.0,-7.6,-4.9,0.3333333333333333,0.4,0.6666666666666666,0.4,108.8,106.8,112.6,120.2,0.2,0.1,-3.3,-0.9,17.2,9.7,2.0,1.0,1.0,0,0.0,0.0,49.0,47.0,0.0
2026-02-01,Boston Celtics,Milwaukee Bucks,28,6.349441637689579,-5.372976388654029,0.6355788256924282,0.32001388207209414,0.6,0.2,115.25942297861144,108.94804982212068,108.50528842617771,115.23693396683625,6.754134552433726,-6.288884144715567,5.333333333333333,3.4,6.0,-9.666666666666666,-9.4,-10.5,0.6666666666666666,0.6,0.0,0.2,112.2,108.8,107.0,116.4,0.0,0.0,-0.8,3.0,16.4,6.0,-15.0,0.0,1.0,-1,0.0,0.0,48.0,46.0,0.0
2026-02-02,Charlotte Hornets,New Orleans Pelicans,7,1.7357342695453504,-7.206451347685196,0.6170967484274418,0.3286035128411489,0.8,0.4,116.77333911149397,113.9165270817098,109.55582171223142,117.91686578088796,7.217517399262547,-4.000338699178158,7.333333333333333,12.6,10.4,-3.6666666666666665,0.8,-2.4,1.0,1.0,0.3333333333333333,0.6,119.0,106.4,112.0,111.2,0.0,0.1,0.1,0.5,20.9,7.9,-4.0,0.0,1.0,1,0.0,0.0,50.0,51.0,0.0
2026-02-03,LA Clippers,Philadelphia 76ers,-15,7.225277744548381,0.5222630929230662,0.6590141477908958,0.5727837710622287,0.8,0.5,113.85258562675051,116.36747568221239,109.23186285095348,115.75601176808999,4.620722775797034,0.6114639141223961,7.666666666666667,13.6,7.0,9.666666666666666,-2.2,-3.0,0.6666666666666666,0.8,1.0,0.6,115.8,102.2,115.6,117.8,0.0,0.1,1.3,3.2,17.4,9.9,-2.0,0.0,1.0,-1,0.0,0.0,48.0,48.0,-1.5
2026-02-03,Memphis Grizzlies,Minnesota Timberwolves,9,-1.1746516167274041,5.782775997783134,0.28820247858079584,0.613446198391623,0.2,0.5,113.60942226935236,118.72081788449916,116.9878578478196,112.90955020649582,-3.378435578467233,5.8112676780033325,-13.333333333333334,-11.0,-4.3,14.0,8.2,5.6,0.0,0.0,1.0,0.8,108.6,119.6,113.0,104.8,0.6,0.3,-1.9,-2.5,14.2,18.2,-5.5,0.5,2.0,0,0.0,0.0,47.0,50.0,0.0
2026-02-03,Indiana Pacers,Houston Rockets,-4,-1.6759140854930172,3.4564988021652674,0.3886653382854814,0.6394195710643538,0.5,0.7,111.45129949655376,111.27994711376438,117.7418838286659,107.81585020393575,-6.290584332112147,3.4640969098286263,-2.6666666666666665,-4.0,-7.6,3.3333333333333335,5.2,1.9,0.6666666666666666,0.6,0.6666666666666666,0.8,115.8,119.8,106.6,101.4,0.2,0.1,-1.0,-2.4,8.4,12.1,-7.0,0.0,1.0,0,0.0,0.0,49.0,46.0,-2.5
