game_date,home_team,away_team,actual_margin,home_weighted_margin,away_weighted_margin,home_weighted_win_pct,away_weighted_win_pct,home_recent_10_win_pct,away_recent_10_win_pct,home_weighted_points_for,away_weighted_points_for,home_weighted_points_against,away_weighted_points_against,home_weighted_point_diff,away_weighted_point_diff,home_recent_margin_3,home_recent_margin_5,home_recent_margin_10,away_recent_margin_3,away_recent_margin_5,away_recent_margin_10,home_recent_win_pct_3,home_recent_win_pct_5,away_recent_win_pct_3,away_recent_win_pct_5,home_recent_points_for_5,home_recent_points_against_5,away_recent_points_for_5,away_recent_points_against_5,rest_diff,home_b2b,away_b2b,home_games_played,away_games_played,market_spread
2025-11-16,Milwaukee Bucks,Los Angeles Lakers,-24,7.316283104291194,-0.9487443070411744,0.5976655312722146,0.7294907277023708,0.6,0.7,120.09602507263148,115.49212166832753,119.16380022404863,115.34748492755803,0.9322248485828482,0.14463674076949928,1.3333333333333333,2.6,0.5,-1.6666666666666667,-4.6,-1.3,0.6666666666666666,0.6,0.6666666666666666,0.6,120.8,118.2,110.2,114.8,0,0.0,0.0,13.0,12.0,0.0
2025-11-16,Washington Wizards,Brooklyn Nets,-23,-20.01574157605288,-15.207989733168327,0.059291727709941115,0.08986945394698137,0.0,0.1,113.42396713777924,107.74788597012837,130.13358126809408,121.98216697744758,-16.709614130314833,-14.234281007319211,-10.333333333333334,-18.6,-19.1,-17.666666666666668,-12.4,-14.6,0.0,0.0,0.0,0.2,114.8,133.4,104.8,117.2,2,0.0,0.0,12.0,12.0,0.0
2025-11-17,New Orleans Pelicans,Golden State Warriors,-18,-10.747338285640785,-9.717893577815618,0.17372061941091274,0.5498552326888592,0.2,0.5,108.34464473411523,113.79543334368557,120.91299844750299,114.26126924253788,-12.56835371338775,-0.4658358988523048,-15.0,-10.0,-14.5,-6.0,-2.4,-0.2,0.0,0.2,0.6666666666666666,0.6,107.8,117.8,110.8,113.2,0,0.0,0.0,12.0,13.0,0.0
2025-11-17,Phoenix Suns,Atlanta Hawks,-2,16.74554753708915,8.615299588837106,0.6860836071929135,0.6742530666298882,0.7,0.7,119.40974461087687,118.04890416341554,111.36797988380192,112.06734694634649,8.041764727074948,5.981557217069053,22.333333333333332,18.2,10.9,15.333333333333334,10.8,8.1,1.0,1.0,1.0,0.8,121.2,103.0,117.8,107.0,0,0.0,0.0,13.0,13.0,0.0
2025-11-17,Utah Jazz,Chicago Bulls,3,4.4392820206196415,-7.128924576761673,0.31336188000715054,0.45735052677612736,0.3,0.5,116.61884796560923,118.24408100796258,122.73047562385045,120.00381420614782,-6.111627658241218,-1.7597331981852449,2.3333333333333335,-8.8,-8.5,-7.0,-7.0,-0.7,0.3333333333333333,0.2,0.0,0.2,117.4,126.2,115.0,122.0,-1,0.0,0.0,12.0,11.0,0.0
2025-11-16,Boston Celtics,LA Clippers,3,10.595986665222528,-10.987000088602036,0.4909946915483666,0.314419162764928,0.6,0.3,113.7100404689816,111.95146512346312,107.96389973574341,117.26198322422576,5.746140733238192,-5.310518100762636,12.666666666666666,10.8,7.8,-3.6666666666666665,-7.0,-6.5,0.6666666666666666,0.6,0.3333333333333333,0.2,117.6,106.8,111.2,118.2,2,0.0,0.0,13.0,12.0,0.0
2025-11-17,Houston Rockets,Orlando Magic,4,16.49310477823869,3.95666394194417,0.8194383112616339,0.5944915670420151,0.8,0.6,126.09256418907377,115.55038410660106,112.36761534039945,112.35884682752427,13.724948848674316,3.1915372790767833,18.0,11.6,13.5,9.0,7.2,3.7,1.0,0.8,1.0,0.8,126.2,114.6,114.8,107.6,0,0.0,0.0,10.0,13.0,0.0
2025-11-17,Dallas Mavericks,Portland Trail Blazers,5,-5.729568514509927,-2.858907545841272,0.21273890711362997,0.47914435098377006,0.2,0.5,110.26967175550793,120.39521433070027,116.19940236424672,121.86274622114684,-5.929730608738794,-1.4675318904465655,-5.666666666666667,-5.0,-5.2,-6.333333333333333,-4.4,-1.9,0.0,0.2,0.3333333333333333,0.4,114.0,119.0,121.0,125.4,0,0.0,0.0,13.0,12.0,0.0
2025-11-16,San Antonio Spurs,Sacramento Kings,13,5.904626083467372,-7.044549607320636,0.6086871992023423,0.20175510138148653,0.6,0.2,118.12480515705454,112.52327376146725,113.40168530104953,125.72224351617736,4.723119856005013,-13.198969754710106,-0.6666666666666666,3.2,3.7,-20.333333333333332,-23.8,-13.7,0.3333333333333333,0.6,0.0,0.0,119.2,116.0,107.2,131.0,0,0.0,0.0,12.0,13.0,0.0
2025-11-18,Minnesota Timberwolves,Dallas Mavericks,24,5.717307442284375,-6.574937432197505,0.6297020929235926,0.29762538916211145,0.6,0.3,121.55322862676036,113.25969632549433,115.5811042084926,118.01092797182173,5.972124418267754,-4.751231646327398,3.3333333333333335,15.4,7.3,-3.3333333333333335,-1.2,-4.0,0.6666666666666666,0.8,0.3333333333333333,0.4,127.4,112.0,120.8,122.0,1,0.0,0.0,13.0,14.0,0.0
2025-11-18,Miami Heat,New York Knicks,2,6.486849166096812,-9.378972984917512,0.5190277454537355,0.6847054341223695,0.5,0.6,125.5906290769771,123.674836310724,124.00917408044486,116.25019450728918,1.58145499653223,7.424641803434824,-6.666666666666667,0.6,0.5,1.3333333333333333,12.6,6.4,0.3333333333333333,0.6,0.6666666666666666,0.8,130.0,129.4,130.2,117.6,0,0.0,0.0,13.0,12.0,0.0
2025-11-18,Detroit Pistons,Indiana Pacers,15,6.656123710117255,-20.734257083848252,0.8904888302218847,0.06941378630860108,0.9,0.1,118.92970979945235,107.808288432393,112.12900301935493,123.93923275235915,6.800706780097428,-16.130944319966147,7.333333333333333,8.6,7.2,-25.666666666666668,-25.0,-15.3,1.0,1.0,0.0,0.0,122.2,113.6,104.0,129.0,1,0.0,0.0,13.0,13.0,0.0
2025-11-18,Philadelphia 76ers,LA Clippers,2,3.742890289798472,-9.160855035822255,0.5314663519281636,0.2789643057409706,0.5,0.2,117.558771296746,112.63351623436301,115.7072436770988,117.68349331659032,1.8515276196472001,-5.049977082227301,-3.3333333333333335,-2.2,2.7,-3.6666666666666665,-5.0,-7.5,0.3333333333333333,0.4,0.3333333333333333,0.2,113.2,115.4,114.4,119.4,1,0.0,0.0,12.0,13.0,0.0
2025-11-18,New Orleans Pelicans,Oklahoma City Thunder,-17,-12.174802516585205,13.4804303764551,0.15413135624652946,0.9202644978531942,0.2,0.9,108.08025549304921,120.94590296954362,121.26109809166603,103.55890986384573,-13.18084259861682,17.386993105697897,-13.333333333333334,-14.0,-13.1,22.0,22.2,18.4,0.0,0.0,1.0,1.0,108.8,122.8,120.4,98.2,-1,0.0,0.0,13.0,13.0,0.0
2025-11-18,Denver Nuggets,Chicago Bulls,-3,18.742787864223132,-6.316272287475164,0.8716821825937457,0.4031163209729108,0.9,0.4,124.14998215233345,121.65405724581258,110.69091823732181,123.56086556699958,13.45906391501164,-1.9068083211870004,13.0,16.2,14.2,-6.0,-8.0,-2.2,1.0,1.0,0.0,0.0,124.2,108.0,121.8,129.8,1,0.0,0.0,12.0,12.0,0.0
2025-11-18,Toronto Raptors,Charlotte Hornets,2,5.416729253457822,-7.544425070899282,0.6742270691888209,0.27802624538898185,0.7,0.2,120.68530431931904,115.68655973446535,114.38456231792911,120.1621833839614,6.300742001389935,-4.4756236494960575,13.666666666666666,8.6,5.9,-5.0,-8.6,-8.4,1.0,0.8,0.3333333333333333,0.2,120.6,112.0,112.0,120.6,0,0.0,0.0,13.0,13.0,0.0
2025-11-18,Cleveland Cavaliers,Milwaukee Bucks,12,2.02282050398704,-6.1863268466850325,0.648312632212109,0.5332222038300725,0.6,0.5,121.7226056321893,117.39004442521285,117.18400659143836,119.14613845350786,4.538599040750938,-1.75609402829501,3.0,2.6,3.4,-7.333333333333333,-5.4,-2.9,0.6666666666666666,0.6,0.3333333333333333,0.4,123.4,120.8,114.6,120.0,1,0.0,0.0,14.0,14.0,0.0
2025-11-19,San Antonio Spurs,Memphis Grizzlies,10,7.02093066929089,-14.151342637071842,0.6528128157262244,0.23359090521144465,0.6,0.2,118.67454689226105,110.03792338349112,113.0181009643678,119.33459367610314,5.656445927893245,-9.29667029261202,2.3333333333333335,3.6,3.9,-19.0,-11.4,-9.7,0.3333333333333333,0.6,0.0,0.2,119.6,116.0,106.6,118.0,-1,0.0,0.0,13.0,14.0,0.0
2025-11-19,Los Angeles Lakers,Utah Jazz,14,3.8063577411768863,-16.647779680622598,0.7599941724944356,0.3907892739276236,0.8,0.3,115.88768065275197,120.38300776511599,113.05304090398224,125.46718069369746,2.8346397487697317,-5.0841729285814665,3.0,-0.2,2.5,5.666666666666667,-6.0,-8.6,0.6666666666666666,0.6,0.6666666666666666,0.4,110.4,110.6,126.8,132.8,1,0.0,0.0,13.0,13.0,0.0
2025-11-19,Brooklyn Nets,Boston Celtics,-14,-13.571973994925138,0.8080249882206791,0.1924985306854475,0.5458782243037414,0.2,0.6,110.14433871098527,114.49608086200438,120.17996942646033,109.04604294416124,-10.035630715475065,5.450037917843133,2.0,-9.6,-11.2,12.333333333333334,5.6,4.9,0.3333333333333333,0.2,0.6666666666666666,0.6,108.2,117.8,114.6,109.0,0,0.0,0.0,13.0,14.0,0.0
2025-11-19,Atlanta Hawks,Detroit Pistons,-8,-1.6241633437053133,6.167915121726102,0.709376752357186,0.9022968797133131,0.8,1.0,118.69058148554622,119.79988940114353,113.13833595209233,112.11509325982837,5.552245533453885,7.684796141315161,15.0,13.6,8.8,11.666666666666666,8.0,10.8,1.0,1.0,1.0,1.0,123.2,109.6,122.6,114.6,1,0.0,0.0,14.0,14.0,0.0
2025-11-19,Orlando Magic,Golden State Warriors,8,1.3226015969059932,-5.718472447540024,0.530390472513558,0.5983921235054491,0.6,0.5,115.27538876307662,114.89574145253404,112.85927949086746,113.37049731237269,2.4161092722091553,1.5252441401613481,6.666666666666667,3.8,4.5,8.0,6.2,-0.3,0.6666666666666666,0.6,1.0,0.8,112.8,109.0,114.8,108.6,0,0.0,0.0,14.0,14.0,0.0
2025-11-19,Portland Trail Blazers,Phoenix Suns,-17,2.1698937967956446,-5.7720166777259525,0.42511458285965814,0.6121065945703111,0.5,0.7,121.81656813685099,119.68903907821002,123.68243182954697,112.73002833064984,-1.8658636926959815,6.959010747560171,-7.0,-5.8,-1.7,14.0,15.2,11.1,0.3333333333333333,0.2,0.6666666666666666,0.8,123.4,129.2,122.6,107.4,0,0.0,0.0,13.0,14.0,0.0
2025-11-20,Indiana Pacers,Charlotte Hornets,9,-8.55710394623018,-6.578590739742851,0.061929239976203226,0.24804804615943485,0.1,0.2,108.26026002345884,114.85775589694553,124.26926019353353,119.06644525439971,-16.009000170074685,-4.208689357454176,-22.666666666666668,-24.6,-16.6,-9.333333333333334,-5.4,-5.9,0.0,0.0,0.0,0.2,106.4,131.0,112.0,117.4,0,0.0,0.0,14.0,14.0,0.0
2025-11-20,Philadelphia 76ers,Toronto Raptors,-9,3.439280220981452,5.921753821013683,0.5842996250570021,0.7093535580920084,0.5,0.8,116.70642135329399,119.53316063854992,114.83815153838385,113.69614644232514,1.8682698149101356,5.8370141962247715,-1.6666666666666667,0.4,1.7,11.0,6.6,7.9,0.6666666666666666,0.6,1.0,0.8,111.0,110.6,120.8,114.2,0,0.0,0.0,13.0,14.0,0.0
2025-11-20,New Orleans Pelicans,Denver Nuggets,-7,-13.01534798784644,7.919062731715862,0.1375121320484176,0.7733886597613017,0.2,0.8,108.17942700842568,124.47135879622553,121.77207051924586,112.86826877518168,-13.592643510820182,11.603090021043855,-16.333333333333332,-16.0,-11.4,7.333333333333333,10.6,12.6,0.0,0.0,0.6666666666666666,0.8,106.8,122.8,123.8,113.2,0,0.0,0.0,14.0,13.0,0.0
2025-11-20,Portland Trail Blazers,Chicago Bulls,-1,-1.6031124157720418,-4.6933852435376515,0.37927657342093607,0.47042273230529197,0.4,0.4,120.54244585634318,122.59517102678488,124.04014884806908,123.94867278121623,-3.4977029917259017,-1.353501754431349,-15.333333333333334,-8.2,-4.8,-3.6666666666666665,-4.2,-2.4,0.0,0.2,0.3333333333333333,0.2,119.2,127.4,125.8,130.0,-1,0.0,0.0,14.0,13.0,0.0
2025-11-20,Oklahoma City Thunder,Sacramento Kings,14,22.488953094787735,-8.08198421473176,0.9288619839131187,0.18000084355474913,0.9,0.2,121.49086133306972,112.25120159279079,104.14559578588644,125.42871741987256,17.345265547183274,-13.177515827081763,19.666666666666668,19.4,19.5,-20.0,-20.2,-14.4,1.0,1.0,0.0,0.0,119.2,99.8,109.0,129.2,-2,0.0,0.0,14.0,14.0,0.0
2025-11-20,Dallas Mavericks,New York Knicks,-2,-4.2925143034747455,-7.338235217903846,0.26679363652414534,0.6074959757138657,0.2,0.6,111.471721552199,122.47110943917251,118.21698087921828,116.10921878838487,-6.7452593270192835,6.361890650787643,-8.333333333333334,-7.2,-6.6,-3.6666666666666665,7.6,7.0,0.3333333333333333,0.2,0.3333333333333333,0.6,117.8,125.0,125.4,117.8,0,0.0,0.0,15.0,13.0,0.0
2025-11-20,Minnesota Timberwolves,Washington Wizards,11,8.902137593727993,-13.905513395436994,0.6696294904866888,0.05260581292607965,0.7,0.0,121.38575164214363,112.58681811955189,113.46977028649025,130.00575521120913,7.915981355653386,-17.41893709165724,9.0,12.2,11.0,-16.0,-17.4,-18.8,0.6666666666666666,0.8,0.0,0.0,124.0,111.8,114.6,132.0,-2,0.0,0.0,14.0,13.0,0.0
2025-11-20,Miami Heat,Golden State Warriors,14,5.705243696111803,-6.024046597369212,0.5708886122237032,0.5364031984867634,0.5,0.5,124.44869376079262,114.69935689107366,122.82210912017611,114.16085642883733,1.6265846406165139,0.5385004622363283,-6.666666666666667,-2.6,-2.0,3.6666666666666665,-1.6,-0.1,0.3333333333333333,0.6,0.6666666666666666,0.6,127.8,130.4,114.6,116.2,1,0.0,0.0,14.0,15.0,0.0
2025-11-20,Cleveland Cavaliers,Houston Rockets,-10,3.592515259471659,10.372732274118922,0.6847447993738548,0.842103822082417,0.7,0.9,121.33697167688904,124.951194646863,116.0254275948703,112.44699719291327,5.311544082018742,12.504197453949729,2.3333333333333335,3.8,6.6,17.0,9.4,14.3,0.6666666666666666,0.6,1.0,0.8,121.4,117.6,124.8,115.4,-1,0.0,0.0,15.0,11.0,0.0
2025-11-21,Orlando Magic,LA Clippers,28,2.3731467191829445,-7.751460136515604,0.5790384888291544,0.24888496008878305,0.7,0.2,115.8684154470643,112.13390702440249,112.87385707761462,116.85502011579096,2.9945583694496776,-4.7211130913884745,3.6666666666666665,6.2,7.2,0.3333333333333333,-3.2,-5.8,0.6666666666666666,0.8,0.3333333333333333,0.2,115.6,109.4,115.4,118.6,-1,0.0,0.0,15.0,14.0,0.0
2025-11-21,San Antonio Spurs,Atlanta Hawks,9,7.450781256470066,7.660776515703075,0.6902482979971264,0.635890654220956,0.6,0.7,117.84703834028667,117.99748754639255,111.72224839272815,113.84915275843233,6.124789947558526,4.1483347879602235,7.333333333333333,4.2,3.1,1.3333333333333333,8.0,7.5,0.6666666666666666,0.6,0.6666666666666666,0.8,116.6,112.4,121.2,113.2,0,0.0,0.0,14.0,15.0,0.0
2025-11-21,Milwaukee Bucks,Philadelphia 76ers,-9,2.389339034604828,0.5877009682781836,0.47798439251349395,0.521297477381333,0.4,0.4,116.21012145814926,116.19895114381846,119.02740712689993,115.50255327695413,-2.817285668750671,0.6963978668643307,-7.666666666666667,-6.4,-5.1,-5.333333333333333,-3.4,0.3,0.3333333333333333,0.4,0.3333333333333333,0.4,112.8,119.2,107.4,110.8,2,0.0,0.0,15.0,14.0,0.0
2025-11-21,Memphis Grizzlies,Sacramento Kings,41,-3.7796806586950726,-9.01305680340504,0.2093926436712135,0.16135410948838083,0.1,0.2,109.10166247206425,110.87847673616838,118.47119243441809,124.14119573976492,-9.369529962353838,-13.262719003596544,-18.0,-16.2,-10.8,-13.666666666666666,-17.6,-14.5,0.0,0.0,0.0,0.0,103.2,119.4,105.4,123.0,1,0.0,0.0,15.0,15.0,0.0
2025-11-22,Dallas Mavericks,New Orleans Pelicans,3,-4.004740035770048,-14.368963519525707,0.24013230551430081,0.12326690904519179,0.2,0.2,111.4245812807461,109.19676453494425,117.6956354082206,122.1064597444514,-6.2710541274745,-12.909695209507149,-7.0,-7.2,-5.6,-14.0,-12.8,-11.9,0.3333333333333333,0.2,0.0,0.0,117.2,124.4,110.8,123.6,0,0.0,0.0,16.0,15.0,0.0
2025-11-22,Golden State Warriors,Portland Trail Blazers,-4,16.67017641231064,-3.1957624252832737,0.48279913425226795,0.33998637198344944,0.5,0.3,112.83068509575139,120.58984502553172,113.74505201918595,123.82880476614993,-0.9143669234345566,-3.2389597406182133,-1.3333333333333333,0.4,-1.0,-7.666666666666667,-7.8,-5.1,0.3333333333333333,0.6,0.0,0.2,113.4,113.0,121.0,128.8,0,0.0,0.0,16.0,15.0,0.0
2025-11-22,Toronto Raptors,Washington Wizards,30,4.635529409502136,-13.448393310484098,0.7394623442652579,0.046933587491664625,0.9,0.0,119.68511416804945,112.2000692065576,113.52043842327893,128.92688396024488,6.16467574477052,-16.72681475368728,9.666666666666666,10.4,10.6,-19.0,-13.0,-19.4,1.0,1.0,0.0,0.0,121.0,110.6,113.4,126.4,0,0.0,0.0,15.0,14.0,0.0
2025-11-22,Houston Rockets,Denver Nuggets,-3,14.03421990166035,7.758962752470654,0.8608276964574764,0.797823043270117,0.9,0.8,123.65256414466225,124.52835957075861,111.44532307785556,113.42159805110978,12.207241066806688,11.106761519648828,12.666666666666666,13.6,12.5,5.0,8.6,9.9,1.0,1.0,0.6666666666666666,0.8,125.6,112.0,125.4,116.8,0,0.0,0.0,12.0,14.0,0.0
2025-11-22,Cleveland Cavaliers,Indiana Pacers,11,1.631248159945961,-19.83209497734169,0.6163166014931917,0.1591063178840597,0.7,0.2,119.60444631905872,110.20155619138023,115.82302173449504,123.61981197255267,3.7814245845636805,-13.418255781172434,3.3333333333333335,2.2,6.7,-8.0,-16.6,-13.7,0.6666666666666666,0.6,0.3333333333333333,0.2,114.6,112.4,115.2,131.8,0,0.0,0.0,16.0,15.0,0.0
2025-11-22,Utah Jazz,Oklahoma City Thunder,-32,4.188560264990401,13.988269873073547,0.34865239330981773,0.936231347532671,0.3,0.9,120.98866034317592,120.61127193701223,127.03418294530796,103.61255074933212,-6.0455226021320385,16.99872118768012,-7.0,-0.8,-9.8,14.666666666666666,19.4,19.0,0.3333333333333333,0.4,1.0,1.0,132.6,133.4,119.0,99.6,1,0.0,0.0,14.0,15.0,0.0
2025-11-22,Boston Celtics,Brooklyn Nets,-8,9.272771975428114,-8.552189043849785,0.5929218259776387,0.1717423632372642,0.6,0.2,114.34109813289794,108.94269961503568,108.00534842573741,119.4057887241049,6.335749707160531,-10.463089109069216,17.666666666666668,11.0,4.3,0.6666666666666666,-8.8,-9.8,1.0,0.8,0.3333333333333333,0.2,115.2,104.2,106.6,115.4,0,0.0,0.0,15.0,14.0,0.0
2025-11-22,Chicago Bulls,Miami Heat,-36,4.674178586531222,-1.5923637844934277,0.5275244379956292,0.6153413257482434,0.4,0.6,122.53099666946243,122.95191771884065,123.63073193367372,120.04354027579781,-1.09973526421129,2.9083774430428377,0.3333333333333333,-2.8,-3.6,2.6666666666666665,-0.8,0.0,0.6666666666666666,0.4,0.6666666666666666,0.6,125.8,128.6,122.6,123.4,0,0.0,0.0,14.0,15.0,0.0
2025-11-22,Phoenix Suns,Minnesota Timberwolves,1,13.796338527727832,4.870600642981714,0.6522894350187528,0.7038533914007508,0.8,0.8,120.44639966267172,121.2421981907109,112.44721792115423,113.00673569051855,7.999181741517489,8.235462500192341,16.666666666666668,16.4,12.9,8.0,9.0,12.2,0.6666666666666666,0.8,0.6666666666666666,0.8,125.2,108.8,119.2,110.2,1,0.0,0.0,15.0,15.0,0.0
2025-11-22,Charlotte Hornets,LA Clippers,-15,-0.7703631084748334,-11.278739287349323,0.22235213351216768,0.2231023494507243,0.2,0.1,115.18326876124188,110.98051796630867,119.88830187807261,118.11314872046805,-4.705033116830734,-7.132630754159379,-8.0,-5.2,-5.2,-11.0,-8.2,-8.8,0.0,0.2,0.0,0.2,113.4,118.6,115.2,123.4,1,0.0,0.0,15.0,15.0,0.0
2025-11-22,Orlando Magic,New York Knicks,12,6.0708511723021195,-5.20314421305902,0.6211061870619587,0.6498177494082387,0.7,0.7,117.18068633557137,121.4498864057315,111.68727392655352,115.55831691747964,5.49341240901785,5.891569488251861,10.666666666666666,11.2,8.4,2.6666666666666665,0.8,8.2,0.6666666666666666,0.8,0.6666666666666666,0.6,118.4,107.2,121.2,120.4,-1,0.0,0.0,16.0,14.0,0.0
2025-11-23,Dallas Mavericks,Memphis Grizzlies,-6,-3.174093758010446,-13.42818213115718,0.31364436092489506,0.2883999419730685,0.3,0.2,112.06070852861498,111.88961056987934,117.43485093095708,116.22559202398357,-5.374142402342102,-4.335981454104228,-7.666666666666667,-4.8,-4.5,7.666666666666667,-5.2,-6.2,0.3333333333333333,0.4,0.3333333333333333,0.2,118.0,122.8,110.6,115.8,-1,0.0,0.0,17.0,16.0,0.0
2025-11-23,Milwaukee Bucks,Detroit Pistons,-13,0.745968730617214,6.528504893425004,0.43021826033594335,0.9124181883997698,0.4,1.0,115.98925869494633,119.82061935466513,119.42439790575413,112.10317046343215,-3.4351392108078045,7.717448891232976,-15.0,-8.6,-5.8,10.666666666666666,9.0,9.7,0.0,0.2,1.0,1.0,112.4,121.0,124.4,115.4,-2,0.0,0.0,16.0,15.0,0.0
2025-11-23,Chicago Bulls,Washington Wizards,1,-2.4112301922166637,-15.836628381385813,0.4728768723811769,0.04207162069498396,0.3,0.0,120.92210218340391,111.97215857785096,125.63724247862642,130.07397552938272,-4.715140295222511,-18.10181695153176,-10.666666666666666,-9.2,-8.2,-21.333333333333332,-17.8,-20.5,0.6666666666666666,0.4,0.0,0.0,123.8,133.0,114.4,132.2,0,0.0,0.0,15.0,15.0,0.0
2025-11-23,Denver Nuggets,Sacramento Kings,-5,14.955211928795796,-13.628460068239598,0.8187670559316083,0.1452296045005001,0.9,0.1,123.23051571297293,109.39163470217797,112.96355373654335,125.42620703628397,10.266961976429585,-16.034572334106002,2.3333333333333335,6.4,10.4,-22.666666666666668,-23.0,-18.8,0.6666666666666666,0.8,0.0,0.0,123.4,117.0,103.0,126.0,-1,0.0,0.0,15.0,16.0,0.0
2025-11-23,New Orleans Pelicans,Atlanta Hawks,-17,-12.06896226904577,5.42933179184218,0.1109485497790898,0.572344568792801,0.2,0.6,109.77669583944488,118.79719790011652,121.69609132655431,115.96280789201364,-11.919395487109426,2.834390008102872,-9.0,-11.8,-9.1,-5.0,5.6,4.6,0.0,0.0,0.3333333333333333,0.6,110.4,122.2,125.4,119.8,-1,0.0,0.0,16.0,16.0,0.0
2025-11-23,Cleveland Cavaliers,LA Clippers,15,2.886042727470861,-7.144344465988853,0.653435372900164,0.3007396038167599,0.7,0.2,119.6427134599337,112.98111304833408,115.16294057108493,117.90197667662385,4.479772888848771,-4.920863628289766,4.333333333333333,1.6,7.0,-5.0,-2.4,-7.2,0.6666666666666666,0.6,0.3333333333333333,0.4,112.6,111.0,118.2,120.6,0,0.0,0.0,17.0,16.0,0.0
2025-11-23,Atlanta Hawks,Charlotte Hornets,3,-2.8790514286115396,-6.959547443812015,0.572344568792801,0.20013194899222492,0.6,0.2,118.79719790011652,115.26488668206753,115.96280789201364,120.99872064806213,2.834390008102872,-5.733833965994606,-5.0,5.6,4.6,-8.666666666666666,-10.4,-5.0,0.3333333333333333,0.6,0.0,0.0,125.4,119.8,114.4,124.8,1,0.0,0.0,16.0,16.0,0.0
2025-11-24,Utah Jazz,Los Angeles Lakers,-2,-1.5049318967166903,2.6511156489579393,0.31253462668572074,0.7858728175236046,0.3,0.8,120.05750271234443,118.48759316197189,128.7917140356624,114.44904766821485,-8.734211323317979,4.0385454937570415,-14.333333333333334,-5.8,-10.8,17.333333333333332,6.6,3.8,0.3333333333333333,0.4,1.0,0.8,132.4,138.2,118.0,111.4,-3,0.0,0.0,15.0,14.0,0.0
2025-11-24,Oklahoma City Thunder,Portland Trail Blazers,27,20.818162786591888,-2.1574842382584607,0.9426039026416806,0.4059431243138787,0.9,0.3,122.94856389386186,121.23042725914593,104.45072876479648,123.74598030863757,18.49783512906538,-2.5155530494916434,21.0,21.0,19.1,-4.666666666666667,-8.6,-4.9,1.0,1.0,0.3333333333333333,0.2,122.6,101.6,121.4,130.0,0,0.0,0.0,16.0,16.0,0.0
2025-11-24,Phoenix Suns,San Antonio Spurs,9,11.949951948809897,4.560369134435687,0.6870369896807099,0.7223362454744157,0.8,0.6,119.80219541002387,119.62395620468548,112.50245876637236,113.20131611279405,7.299736643651514,6.422640091891438,5.333333333333333,12.0,10.8,10.666666666666666,5.2,3.4,0.6666666666666666,0.8,1.0,0.6,123.8,111.8,119.4,114.2,-1,0.0,0.0,16.0,15.0,0.0
2025-11-23,Boston Celtics,Orlando Magic,9,6.555272546521779,2.5706195643334,0.5336697191009419,0.6577615984889238,0.5,0.7,113.40761968655539,118.711097841543,108.5044759935278,112.58821713035462,4.903143693027587,6.1228807111883725,3.0,8.6,3.4,16.0,10.2,6.5,0.6666666666666666,0.6,1.0,0.8,114.0,105.4,120.2,110.0,0,0.0,0.0,16.0,17.0,0.0
2025-11-23,Philadelphia 76ers,Miami Heat,-10,1.482226834031664,4.32198668924216,0.5708874596274714,0.6537811940061427,0.5,0.7,116.90348867202742,124.95537089251559,115.34690005432134,118.7400678640718,1.5565886177060833,6.215303028443785,0.6666666666666666,-1.0,1.3,17.333333333333332,6.0,4.6,0.6666666666666666,0.6,1.0,0.6,110.4,111.4,123.2,117.2,1,0.0,0.0,15.0,16.0,0.0
2025-11-23,Toronto Raptors,Brooklyn Nets,10,9.62774825697617,-5.94805785183267,0.7654985000393264,0.2575436271988737,0.9,0.3,121.71522966349087,109.36300543034034,113.16863252818472,117.91345732137471,8.546597135306158,-8.55045189103437,13.666666666666666,14.4,12.5,5.666666666666667,0.0,-8.5,1.0,1.0,0.6666666666666666,0.4,125.2,110.8,109.6,109.6,0,0.0,0.0,16.0,15.0,0.0
2025-11-25,Phoenix Suns,Houston Rockets,-22,11.55485303456597,10.29937134678242,0.717314042282123,0.7637581583549887,0.8,0.8,118.95064259180002,122.00029663585343,111.48641697859298,111.50787012745705,7.464225613207034,10.492426508396377,9.0,12.0,10.5,3.6666666666666665,11.6,10.4,1.0,0.8,0.6666666666666666,0.8,121.4,109.4,123.0,111.4,-2,0.0,0.0,17.0,13.0,0.0
2025-11-25,Brooklyn Nets,New York Knicks,-13,-13.64653577636193,-6.540897013460114,0.23180667191132232,0.5825015161866098,0.3,0.7,109.32672942292591,121.40328155654254,118.02203814957048,117.36514415054596,-8.69530872664457,4.038137405996579,-5.333333333333333,0.0,-7.1,-4.0,-4.2,8.0,0.3333333333333333,0.4,0.3333333333333333,0.4,109.6,109.6,118.8,123.0,-1,0.0,0.0,16.0,15.0,0.0
2025-11-25,Golden State Warriors,Utah Jazz,17,12.601885536773583,-16.18653861699886,0.4360915863897925,0.2813022883036466,0.4,0.3,113.81449747013438,118.65270259091544,115.02737850510093,126.71394794877651,-1.2128810349665429,-8.061245357861068,-8.666666666666666,-1.4,-2.5,-16.0,-11.0,-8.7,0.0,0.4,0.0,0.2,113.0,114.4,123.2,134.2,2,0.0,0.0,17.0,16.0,0.0
2025-11-25,Milwaukee Bucks,Portland Trail Blazers,-12,-1.0950840780188327,-5.484742164785543,0.3885975560712741,0.3666708751254074,0.3,0.3,115.99029784349553,118.69281099237863,120.3507725849915,123.5770685334354,-4.3604747414959775,-4.884257541056769,-11.333333333333334,-9.0,-7.3,-8.0,-9.2,-6.8,0.0,0.2,0.3333333333333333,0.2,115.6,124.6,117.2,126.4,1,0.0,0.0,17.0,17.0,0.0
